time,X_value,Y_value,Z_value
27.183,0.78067,0.08859,-0.79951
27.2234,0.97881,-0.01474,-0.76117
27.2657,0.80836,0.04492,-0.79951
27.3048,0.82755,0.0918,-0.70897
27.345,0.92235,0.09712,-0.71429
27.3881,0.87761,0.08752,-0.73241
27.4272,0.79239,0.04065,-0.77928
27.4669,0.74126,-0.04669,-0.79207
27.5072,0.72635,-0.03818,-0.75905
27.5503,0.74232,-0.10315,-0.77928
27.5888,0.66989,-0.11487,-0.8187
27.6289,0.68373,-0.06374,-0.81018
27.6695,0.6539,-0.06587,-0.80591
27.7097,0.60277,-0.05734,-0.79951
27.7496,0.6539,-0.0435,-0.73987
27.7926,0.60384,-0.06374,-0.74626
27.8343,0.53566,-0.09143,-0.77609
27.872,0.54845,-0.12019,-0.73241
27.9125,0.5591,-0.06906,-0.6962
27.9536,0.54526,-0.04669,-0.67702
27.9938,0.53459,-0.03925,-0.62907
28.0341,0.5378,0.04385,-0.56729
28.0753,0.47601,0.05876,-0.52469
28.1189,0.46002,-0.00302,-0.45863
28.1561,0.41209,0.02148,-0.41071
28.1955,0.35989,0.04704,-0.32654
28.2383,0.41209,0.04172,-0.22002
28.2775,0.42381,0.06303,-0.23387
28.3175,0.26614,-0.09357,-0.38194
28.3577,0.26082,0.05557,-0.30949
28.4031,0.49199,0.10457,-0.16995
28.4384,0.40038,0.07474,-0.20511
28.479,0.31941,0.0332,-0.22322
28.5199,0.3812,-0.00621,-0.21576
28.5622,0.35776,-0.00514,-0.22002
28.6009,0.34071,0.04279,-0.24239
28.6415,0.44193,0.06516,-0.2392
28.6837,0.40996,0.05237,-0.27008
28.7226,0.33113,0.02574,-0.3649
28.7618,0.40144,0.04385,-0.37874
28.8051,0.3844,0.05237,-0.41389
28.847,0.32474,0.03853,-0.44052
28.8843,0.4334,0.04918,-0.41922
28.9248,0.43446,0.02681,-0.45757
28.9662,0.39612,-0.03604,-0.53534
29.0052,0.427,-0.10208,-0.59819
29.0464,0.36096,-0.10529,-0.65997
29.0874,0.36415,-0.14044,-0.63335
29.1262,0.47388,-0.12979,-0.58221
29.1682,0.50903,-0.06587,-0.5918
29.2087,0.47174,-0.0648,-0.62907
29.2484,0.54312,-0.07759,-0.61736
29.2892,0.56442,-0.05202,-0.59819
29.3276,0.55377,-0.07652,-0.59392
29.3727,0.61343,-0.07013,-0.57262
29.4101,0.67841,-0.03497,-0.55557
29.4503,0.67201,-0.02965,-0.6163
29.4915,0.66776,-0.07866,-0.73454
29.5374,0.57295,-0.1692,-0.79739
29.5718,0.54631,-0.01686,-0.69725
29.6123,0.67841,-0.11275,-0.49272
29.6542,0.55058,-0.11594,-0.4352
29.6936,0.51117,-0.02007,-0.46184
29.7338,0.6571,0.10564,-0.46077
29.7751,0.68161,0.15358,-0.46609
29.8152,0.5804,0.05876,-0.53214
29.8546,0.56442,-0.00941,-0.56943
29.8961,0.59744,-0.05415,-0.60031
29.9382,0.50264,-0.11061,-0.68767
29.9763,0.47601,-0.07333,-0.65677
30.0172,0.58679,-0.03497,-0.52255
30.0579,0.52182,-0.05522,-0.54066
30.0982,0.41742,-0.05522,-0.62163
30.1387,0.49838,0.04704,-0.54813
30.1793,0.46748,0.0119,-0.50337
30.2219,0.35138,0.0119,-0.49486
30.2593,0.427,0.03639,-0.38939
30.3003,0.32581,0.02148,-0.38406
30.344,0.26614,0.0087,-0.36916
30.3834,0.33752,0.03427,-0.31482
30.4219,0.31622,0.0822,-0.31909
30.4623,0.26295,0.11736,-0.32335
30.5062,0.34178,0.14293,-0.26157
30.543,0.3535,0.17807,-0.23387
30.5836,0.32262,0.15251,-0.24345
30.6239,0.34178,0.05664,-0.29884
30.6655,0.23312,0.05132,-0.37234
30.7051,0.133,0.07368,-0.37448
30.7455,0.35457,-0.05095,-0.25731
30.7885,0.31622,-0.06587,-0.3063
30.8271,0.29491,0.01616,-0.34679
30.8672,0.47707,0.03,-0.35957
30.9086,0.4856,0.0854,-0.44479
30.9489,0.56975,0.0918,-0.46289
30.9884,0.65178,0.05025,-0.46716
31.0292,0.58147,-0.01581,-0.54279
31.071,0.52821,-0.08931,-0.54492
31.1109,0.49092,-0.07545,-0.60884
31.1512,0.44618,0.00444,-0.644
31.1924,0.5836,0.00444,-0.49593
31.2336,0.5804,-0.019,-0.52574
31.2725,0.52501,-0.01581,-0.65677
31.3129,0.59532,-0.03604,-0.70258
31.3565,0.54738,0.01828,-0.7388
31.3928,0.56656,0.03532,-0.68874
31.4331,0.60065,0.01828,-0.63014
31.4757,0.54738,-0.01048,-0.63121
31.519,0.49838,-0.02753,-0.64079
31.5551,0.55377,-0.0126,-0.58115
31.5961,0.65924,0.04065,-0.54385
31.6388,0.6539,0.03427,-0.6163
31.6758,0.69226,0.08008,-0.644
31.7169,0.8318,0.06941,-0.59605
31.759,0.80411,0.02681,-0.62163
31.8022,0.75191,-0.10208,-0.70897
31.8388,0.62727,-0.02753,-0.69406
31.8791,0.80304,0.02788,-0.50551
31.9224,0.77748,-0.05841,-0.45863
31.9609,0.71037,0.05664,-0.50018
32.0015,0.89146,0.22601,-0.52148
32.0414,0.95325,0.20683,-0.62482
32.0868,0.76469,0.11522,-0.72601
32.1225,0.7583,0.08008,-0.71004
32.1626,0.80836,0.02255,-0.66104
32.2072,0.71037,-0.06055,-0.70364
32.244,0.58679,-0.10742,-0.73029
32.2838,0.65285,-0.0222,-0.64507
32.3244,0.67308,-0.05309,-0.62375
32.3704,0.55803,-0.019,-0.63547
32.4057,0.65924,0.00124,-0.52788
32.4459,0.60384,-0.05309,-0.51936
32.4895,0.5005,-0.05309,-0.55983
32.5281,0.50478,-0.03497,-0.52042
32.5669,0.4334,-0.00195,-0.45863
32.6082,0.43127,-0.01474,-0.40004
32.6557,0.40251,0.00763,-0.38727
32.6888,0.3748,0.08966,-0.31589
32.7302,0.38547,0.11203,-0.25517
32.7741,0.36948,0.10884,-0.20297
32.8111,0.37054,0.07474,-0.16995
32.8516,0.35457,0.06622,-0.19765
32.8923,0.36096,0.00018,-0.26689
32.9395,0.33006,-0.02325,-0.32335
32.9728,0.41209,0.04172,-0.28073
33.0134,0.54526,0.06303,-0.18912
33.0592,0.54419,-0.00302,-0.17314
33.0943,0.48027,-0.02646,-0.2392
33.1353,0.46536,-0.03285,-0.30312
33.1785,0.48134,-0.01793,-0.32654
33.2234,0.52394,0.01295,-0.28606
33.2574,0.56335,-0.01474,-0.25731
33.2969,0.48985,-0.10529,-0.3553
33.3418,0.44405,-0.12126,-0.43414
33.3774,0.48134,-0.07333,-0.44691
33.4181,0.45044,-0.02432,-0.46609
33.4592,0.48773,-0.03497,-0.4597
33.507,0.48027,-0.12447,-0.5119
33.5401,0.39505,-0.14896,-0.62482
33.5792,0.44511,-0.12019,-0.65677
33.6239,0.48453,-0.08717,-0.67381
33.6608,0.41635,-0.0222,-0.6898
33.702,0.43127,-0.05415,-0.63867
33.7426,0.45258,-0.02325,-0.58327
33.7915,0.49625,-0.03925,-0.5119
33.8235,0.4856,-0.01367,-0.51723
33.8634,0.50797,0.03532,-0.52788
33.9082,0.52821,0.08966,-0.52681
33.9438,0.4856,0.09073,-0.52681
33.9847,0.50797,0.04172,-0.46077
34.0278,0.55164,-0.02539,-0.43201
34.0662,0.51968,-0.10847,-0.52895
34.1069,0.37907,-0.13191,-0.63867
34.147,0.47388,-0.01686,-0.50337
34.1892,0.54845,-0.09782,-0.3553
34.2276,0.42807,-0.08185,-0.30949
34.2672,0.4856,-0.04457,-0.28926
34.3103,0.54419,0.0332,-0.29245
34.3506,0.49945,-0.03497,-0.3553
34.3894,0.40038,-0.11807,-0.41922
34.4301,0.37268,-0.16707,-0.36702
34.4724,0.42593,-0.19051,-0.25943
34.5111,0.41423,-0.3194,-0.29884
34.5512,0.27786,-0.53032,-0.34679
34.5948,0.22247,-0.61554,-0.41603
34.6326,0.18092,-0.65602,-0.4597
34.6724,0.18413,-0.59424,-0.36595
34.713,0.23206,-0.91702,-0.27541
34.7564,0.1021,-1.07574,-0.19551
34.7942,-0.12054,-0.77853,-0.16675
34.8349,-0.06195,-0.69225,-0.15184
34.8771,-0.05342,-0.69118,-0.08899
34.9157,-0.08539,-0.35669,-0.07195
34.9569,0.13725,-0.32153,0.00688
34.9969,0.17455,-0.42487,0.0495
35.0392,-0.00656,-0.25761,0.01009
35.0777,0.02541,-0.31407,-0.0027
35.1176,0.06375,-0.3748,0.02925
35.1602,0.00623,-0.22992,0.06441
35.1995,0.11063,-0.3226,0.07506
35.2395,0.17027,-0.39929,0.07613
35.2803,-0.01721,-0.26933,0.04417
35.3225,-0.0481,-0.38652,0.04736
35.3621,0.09891,-0.50583,0.05269
35.4016,0.06161,-0.38757,0.03351
35.4435,-0.07793,-0.31514,0.01434
35.482,-0.01614,-0.40356,-0.00163
35.5228,0.03818,-0.36841,-0.02507
35.5632,0.01581,-0.28105,-0.0123
35.606,0.01688,-0.5282,-0.02614
35.6442,-0.02147,-0.55164,-0.05597
35.6847,-0.06941,-0.34923,-0.02295
35.7286,0.12234,-0.54736,0.03032
35.7717,0.26402,-0.60063,-0.02081
35.8073,0.13939,-0.43765,-0.00803
35.8468,0.1053,-0.48878,0.05162
35.8892,0.17241,-0.48132,-0.01442
35.9282,0.12128,-0.43019,0.01221
35.9685,0.12767,-0.5218,0.06015
36.009,0.1021,-0.48451,0.05695
36.0488,-0.01189,-0.43338,0.06654
36.0901,-0.13545,-0.23738,0.04736
36.1297,-0.19937,-0.06799,0.01541
36.1723,-0.11522,-0.06267,0.04311
36.2112,0.01581,-0.04669,0.09317
36.2512,0.09145,-0.019,0.08145
36.293,0.08186,-0.07866,0.06441
36.3325,0.04245,-0.08292,0.05269
36.3732,-0.00549,-0.05095,0.06654
36.4134,0.02008,-0.05522,0.05269
36.4564,0.04457,-0.04457,0.04736
36.4937,0.02434,-0.08824,0.03351
36.5351,-0.01295,-0.08931,0.0676
36.5764,0.0499,-0.07013,0.0985
36.6161,0.14258,-0.18518,0.06866
36.6564,0.12447,-0.21181,0.123
36.697,0.08931,-0.05522,0.10063
36.7403,0.00197,-0.05522,0.0708
36.7776,0.0808,-0.17027,0.06973
36.8184,0.08612,-0.09143,0.02074
36.859,-0.06409,-0.10422,0.03778
36.9016,0.01048,-0.09889,0.02074
36.9403,0.07866,-0.06799,0.02286
36.9803,0.04671,-0.15749,0.03139
37.0205,0.01901,-0.09357,0.04417
37.0589,0.04352,-0.05202,0.06973
37.1004,-0.00549,-0.0499,0.02393
37.142,-0.03426,-0.02753,0.02286
37.1826,0.03073,-0.02646,0.00581
37.2234,-0.00549,-0.02325,0.02818
37.2634,-0.03426,-0.00302,0.03458
37.3058,0.00197,-0.019,0.0186
37.344,0.01688,0.00551,0.01541
37.3847,-0.06514,0.02681,0.00262
37.4251,-0.01614,-0.0126,-0.02188
37.4652,0.03712,0.04385,-0.03146
37.5064,-0.03745,0.02788,-0.00484
37.5464,-0.00229,0.02042,-0.01016
37.5887,0.00943,0.02467,-0.00163
37.626,0.09784,-0.11594,-0.03786
37.6674,0.20224,-0.11807,-0.05064
