time,X_value,Y_value,Z_value
14.2091,6.60429,0.7509,7.983
14.2303,6.21283,0.45941,8.34572
14.2496,6.14459,0.46539,8.22063
14.2709,6.38162,0.76826,7.58197
14.2916,6.81497,1.08189,7.10732
14.3105,7.04242,1.11183,6.93852
14.3309,6.98557,0.94904,7.17197
14.3508,6.65457,0.62341,7.51195
14.3713,6.29124,0.31995,7.71964
14.3921,6.20924,0.31097,7.69508
14.4103,6.36966,0.48036,7.54845
14.4325,6.61626,0.59529,7.30064
14.4517,6.74614,0.72397,7.02472
14.471,6.62224,0.82751,6.84634
14.492,6.38641,0.71799,6.86909
14.5121,6.10869,0.52466,7.18753
14.5335,5.83694,0.37143,7.5311
14.5535,5.98718,0.30559,7.63464
14.573,6.22122,0.33192,7.3593
14.5937,6.16974,0.29002,7.16599
14.6138,5.9417,0.24155,7.21086
14.6342,5.83395,0.23137,7.28748
14.6539,5.93631,0.40494,7.19171
14.6747,6.17273,0.61743,7.10551
14.6945,6.44208,0.7126,7.08636
14.7152,6.47081,0.6725,7.00616
14.7357,6.24336,0.5468,7.16478
14.7558,6.03806,0.3409,7.54007
14.7754,6.03267,0.24753,7.86748
14.796,6.25414,0.33791,7.87946
14.8161,6.54622,0.48755,7.78668
14.837,6.4355,0.49652,7.77171
14.856,6.21822,0.40614,7.79625
14.877,6.1859,0.34868,7.79027
14.8969,6.3918,0.47318,7.72502
14.9186,6.54863,0.59169,7.46645
14.9377,6.52229,0.66351,7.09476
14.9596,6.46423,0.6689,6.98581
14.9771,6.29903,0.65514,7.10193
14.9983,6.07397,0.64616,7.32878
15.0189,6.22241,0.68207,7.29706
15.0382,6.47978,0.8347,7.26773
15.0582,6.56958,0.85625,7.45567
15.0786,6.23259,0.62939,7.90877
15.0983,5.95247,0.38759,8.1853
15.1184,5.97221,0.39597,8.15538
15.1392,6.32655,0.69824,7.94649
15.1599,6.54922,0.89575,7.65619
15.1802,6.37206,0.80357,7.43532
15.2005,6.27568,0.60785,7.58496
15.2207,6.3912,0.65813,7.82977
15.2415,6.44208,0.72157,7.86568
15.2613,6.33554,0.6312,7.70647
15.2836,6.41693,0.65034,7.43892
15.3011,6.54085,0.7964,7.23062
15.3231,6.48877,0.74252,7.13126
15.3421,6.33315,0.65993,7.22343
15.363,6.3493,0.715,7.20549
15.3826,6.47261,0.85924,7.12587
15.4057,6.51031,0.81435,7.22643
15.4231,6.308,0.62521,7.43771
15.4455,6.20027,0.5869,7.66098
15.4636,6.18291,0.61324,7.71545
15.4851,6.22661,0.65034,7.46825
15.5041,6.29962,0.78143,7.25755
15.5246,6.33614,0.84846,7.24139
15.5467,6.27988,0.69106,7.29108
15.5674,6.30321,0.6264,7.4826
15.5854,6.35768,0.64795,7.59514
15.6062,6.40257,0.69763,7.35751
15.6254,6.47679,0.83171,7.10553
15.646,6.56418,0.91789,7.03848
15.6656,6.6013,0.88139,7.21506
15.688,6.53008,0.83052,7.34494
15.7064,6.41873,0.79579,7.34195
15.728,6.3978,0.80357,7.31142
15.7464,6.44926,0.82332,7.34674
15.7676,6.52946,0.86343,7.36949
15.7873,6.5181,0.86403,7.25815
15.8083,6.48578,0.79759,7.30363
15.8306,6.35768,0.73953,7.39702
15.8485,6.2697,0.65633,7.41498
15.8685,6.28645,0.67908,7.30963
15.8887,6.40198,0.73175,7.26234
15.9089,6.44627,0.75989,7.27013
15.9296,6.51511,0.72217,7.27791
15.9493,6.52408,0.72456,7.16418
15.9693,6.4738,0.71559,7.05585
15.9903,6.33614,0.6264,7.19171
16.0122,6.2254,0.52525,7.3988
16.0303,6.22481,0.50848,7.5287
16.0507,6.26909,0.60187,7.45508
16.0709,6.23618,0.55878,7.38086
16.092,6.25893,0.61443,7.35751
16.1131,6.29723,0.58391,7.3647
16.1321,6.23138,0.55219,7.51433
16.1523,6.18829,0.49113,7.57059
16.1722,6.1859,0.47377,7.62088
16.1922,6.21881,0.48215,7.73878
16.2128,6.20146,0.50191,7.73401
16.2324,6.16495,0.5468,7.61908
16.2532,6.22301,0.57074,7.63583
16.2735,6.1835,0.53543,7.76033
16.2962,6.05661,0.44923,7.99078
16.3137,6.04704,0.43188,8.03926
16.334,6.07816,0.49353,7.8633
16.3544,6.13681,0.54979,7.78908
16.3752,6.07877,0.58929,7.84235
16.397,6.02249,0.59767,8.05122
16.4165,6.05302,0.62581,8.1871
16.4357,5.86328,0.56535,7.91896
16.4552,5.60651,0.53064,7.77769
16.4755,5.58675,0.52824,7.89023
16.4963,5.51134,0.48814,8.00035
16.5164,5.46165,0.47737,8.09013
16.5379,5.47662,0.52765,8.09552
16.5568,5.42155,0.52466,8.06081
16.581,5.4425,0.56056,8.06021
16.597,5.55623,0.62042,8.05962
16.6173,5.62148,0.72278,8.07098
16.6377,5.57597,0.69344,8.18471
16.6584,5.46405,0.58331,8.30801
16.6788,5.46584,0.62999,8.21045
16.702,5.51015,0.81136,8.05003
16.7187,5.5688,0.93227,8.07518
16.739,5.57597,0.98494,8.19908
16.7591,5.59154,0.94005,8.34752
16.7797,5.57118,0.82632,8.40677
16.7995,5.41017,0.71379,8.29305
16.8218,5.24377,0.6731,8.25114
16.8404,5.10133,0.64555,8.32417
16.8649,5.00616,0.60666,8.38641
16.8805,5.05106,0.60965,8.40378
16.9015,5.12827,0.69225,8.34093
16.9212,5.14502,0.79759,8.33554
16.9413,5.12048,0.82094,8.33554
16.9625,5.06003,0.81256,8.32597
16.9845,4.98161,0.73714,8.42651
17.0017,4.94809,0.67787,8.51691
17.0226,5.06062,0.75629,8.46722
17.0424,5.13724,0.85326,8.32057
17.063,5.09833,0.90054,8.30742
17.0828,4.97383,0.88498,8.41275
17.1043,4.87987,0.85446,8.44208
17.1235,4.96965,0.94185,8.42233
17.1495,5.05524,1.0394,8.51631
17.1637,5.075,1.01547,8.53905
17.1849,4.8643,0.89217,8.4816
17.2042,4.79008,0.82274,8.53665
17.2255,4.78589,0.82034,8.62524
17.2473,4.81522,0.88379,8.65337
17.2687,4.75058,0.92569,8.61327
17.2939,4.73561,0.98734,8.52289
17.3058,4.65062,0.97775,8.45047
17.3255,4.55844,0.97955,8.56659
17.3463,4.56503,1.06813,8.86168
17.3664,4.56204,1.13039,8.89578
17.3885,4.51894,1.13039,8.70186
17.4069,4.38127,1.07712,8.6438
17.4322,4.18913,0.94603,8.84312
17.4473,4.03291,0.9209,9.12982
17.4683,4.04907,0.9604,9.16214
17.4875,4.11432,1.03821,8.88142
17.5084,4.21547,1.1627,8.64978
17.5288,4.16939,1.1274,8.77966
17.5511,4.10234,1.07591,8.9341
17.5693,4.19452,1.13098,9.07176
17.5892,4.21129,1.26985,9.02327
17.6091,4.0006,1.26506,8.78027
17.6292,3.6618,1.09209,8.7659
17.6487,3.47685,0.94064,8.89339
17.6694,3.47208,0.96997,9.06937
17.6894,3.70372,1.04001,9.07655
17.7103,3.74142,1.14296,8.95564
17.7301,3.7037,1.1226,8.95984
17.7511,3.77733,1.13278,9.10828
17.7778,3.88626,1.20102,9.18129
18.2088,3.97305,1.20999,9.17471
18.2131,3.97844,1.24651,9.19208
18.2131,3.86891,1.20461,9.29802
18.2131,3.68875,1.15912,9.26569
18.2131,3.41641,1.0388,9.08911
18.2132,3.37869,1.02325,9.10408
18.2132,3.3817,1.00349,9.31776
18.2134,3.25899,0.96758,9.36685
18.2134,3.14407,0.97955,9.16693
18.2134,2.93277,0.90233,8.97838
18.2135,2.89267,0.86224,8.99574
18.2135,2.86215,0.96817,9.07893
18.2135,2.93817,0.98734,9.17711
18.2136,2.95313,1.01187,9.25313
18.2137,3.0058,0.99391,9.35847
18.2137,2.88728,0.91312,9.37582
18.2137,2.85976,0.92389,9.45842
18.2137,2.89627,1.01067,9.44765
18.2137,2.78075,0.98553,9.33273
18.2138,2.64249,0.92149,9.37044
18.2138,2.54492,0.79041,9.48058
18.2158,2.50841,0.80537,9.5099
18.237,2.56946,0.87122,9.59669
18.257,2.44077,0.86702,9.52727
18.2784,2.39888,0.873,9.44585
18.2971,2.41443,0.88918,9.51707
18.3178,2.3492,0.80478,9.60507
18.3384,2.10619,0.69704,9.55479
18.3603,1.99486,0.7485,9.66852
18.3781,2.14748,0.85745,9.77446
18.3989,2.11157,0.82573,9.60806
18.4186,2.0589,0.67789,9.58951
18.4394,2.03316,0.67189,9.73196
18.4602,2.15646,0.76169,9.94743
18.4812,2.21272,0.78561,9.97557
18.5019,2.04393,0.77066,9.70383
18.5211,1.78716,0.68088,9.53923
18.5407,1.75722,0.65634,9.79482
18.561,1.71474,0.67369,9.92589
18.5806,1.70036,0.61743,9.85226
18.6005,1.62973,0.60246,9.81157
18.6216,1.46693,0.44206,9.69545
18.6417,1.38313,0.44266,9.7565
18.661,1.54893,0.61743,9.94325
18.6819,1.66805,0.68626,10.04082
18.7018,1.35799,0.60965,9.88699
18.7224,1.1078,0.49113,9.78822
18.7423,1.10121,0.57433,9.65594
18.7631,1.00426,0.59229,9.47697
18.7868,0.80852,0.56834,9.43388
18.8054,0.58287,0.48215,9.5105
18.8239,0.608,0.50909,9.84329
18.8442,0.6122,0.55878,9.93307
18.8638,0.3638,0.40854,9.89896
18.8859,0.18663,0.20921,9.98814
18.9043,0.06992,0.24214,9.97917
18.9251,0.28419,0.38399,9.92769
18.9448,0.47752,0.55817,9.97498
18.9655,0.49669,0.58032,10.048
18.9856,0.4015,0.52705,10.11205
19.006,0.35362,0.45403,10.08212
19.0267,0.31053,0.47377,9.97797
19.0486,0.43982,0.55577,9.92828
19.0713,0.51822,0.61024,9.83971
19.0873,0.50925,0.57733,10.03543
19.107,0.5697,0.6707,10.37302
19.1278,0.51703,0.62282,10.10367
19.1473,0.31592,0.56476,9.58353
19.1684,0.45479,0.63898,9.48656
19.1876,0.58707,0.74492,9.80499
19.2088,0.6535,0.72098,10.02525
19.2285,0.47513,0.60187,9.88161
19.2494,0.35004,0.50969,9.68587
19.2687,0.25186,0.43188,9.56737
19.2896,0.27162,0.40375,9.67749
19.3093,0.24889,0.4229,9.84149
19.3318,0.20459,0.3828,9.97078
19.3541,0.10643,0.29361,10.03783
19.3706,0.04118,0.22957,10.08989
19.3902,0.1579,0.25949,10.048
19.4116,0.18243,0.32654,10.07373
19.4305,0.15849,0.33432,10.19524
19.4532,0.12917,0.38759,10.23235
19.4724,0.20758,0.48575,10.19704
19.4913,0.39194,0.6689,9.97797
19.5114,0.3644,0.69044,9.72897
19.5324,0.30334,0.61383,9.88878
19.5519,0.28958,0.48456,10.28024
19.5733,0.36081,0.39537,10.43466
19.5927,0.32071,0.36543,10.27425
19.6135,0.19081,0.29959,10.16292
19.6377,0.10522,0.30559,10.22337
19.6538,0.17944,0.32652,10.19882
19.6732,0.25307,0.41512,9.88638
19.6945,0.3213,0.4241,9.7164
19.7145,0.41109,0.43307,9.86664
19.7364,0.42307,0.50549,9.9229
19.7545,0.34344,0.49892,9.80499
19.7755,0.21117,0.3828,9.70862
19.795,0.09026,0.29959,9.91751
19.8173,0.11839,0.26967,10.04262
19.8358,0.18063,0.35765,9.88878
19.8565,0.15611,0.35587,9.65056
19.877,0.04178,0.29301,9.62901
19.8987,-0.02408,0.28044,9.82115
19.9224,-0.04921,0.26787,9.98216
19.9374,-0.02826,0.3445,9.97856
19.9573,0.05255,0.36305,9.88699
19.9772,0.15849,0.44684,9.85527
19.9978,0.17885,0.48215,9.93008
20.0204,0.21956,0.48935,9.97198
20.0387,0.22075,0.51807,9.86304
20.0581,0.25606,0.53783,9.89058
20.0783,0.25128,0.56476,10.03961
20.0995,0.29915,0.59828,9.96121
20.1183,0.17825,0.59886,9.77866
20.1386,0.04897,0.57373,9.84689
20.1584,0.05794,0.68985,9.89955
20.1793,0.20219,0.7533,10.03304
20.2053,0.12558,0.70003,9.87262
20.2198,0.01186,0.78922,9.5925
20.2401,-0.05939,0.72577,9.55299
20.261,0.01245,0.8353,9.81874
20.2814,0.116,0.97057,10.07733
20.3027,0.18483,0.98195,10.07254
20.3211,0.09265,0.94543,9.84448
20.3422,-0.03783,0.93108,9.51468
20.3619,-0.10966,0.96399,9.2178
20.3824,0.05376,1.06813,9.38899
20.4022,0.09685,1.15553,9.61046
20.4237,0.08009,1.05197,9.99173
20.4423,-0.15036,0.99692,10.14856
20.4651,-0.08034,1.02684,10.01926
20.4902,-0.10547,1.25548,9.86664
20.5039,-0.1761,1.27165,9.74872
20.5239,-0.63698,1.11722,9.56557
20.5445,-0.4628,1.24171,9.54581
20.5641,-0.47299,1.40393,9.52905
20.586,-0.61124,1.39494,9.82353
20.6096,-0.713,1.36023,10.25031
20.6334,-0.69563,1.34647,10.24193
20.6451,-0.68187,1.30696,9.88579
20.6658,-0.78662,1.25908,9.70323
20.686,-0.88478,1.33269,9.70323
20.7064,-0.97815,1.48712,9.92949
20.7271,-0.9614,1.23334,10.05817
20.747,-0.99492,1.32251,10.07852
20.768,-1.39056,0.99751,9.82593
20.7876,-1.84067,0.89336,9.82953
20.8073,-2.06631,0.80956,10.10846
20.8279,-2.27103,0.80656,10.00909
20.8474,-2.5278,0.86462,9.60686
20.8688,-2.40869,1.09686,9.50092
20.888,-2.07889,1.27643,9.57993
20.9087,-2.06512,1.21777,9.52248
20.9289,-2.39911,1.13158,9.49913
20.9487,-2.51224,1.26625,9.52127
20.9689,-2.2034,1.47754,9.28545
20.9893,-2.21835,1.43684,9.06277
21.0104,-2.46855,1.35245,9.33453
21.0326,-2.84982,1.70021,9.49673
21.0583,-2.6942,1.71696,9.48595
21.0706,-2.38057,1.3752,9.55719
21.0907,-3.03717,1.25728,9.47519
21.1108,-3.77817,1.3279,9.13879
21.1312,-3.71892,1.27464,8.92871
21.1523,-3.59322,1.05377,8.76889
21.173,-3.41187,0.89456,8.7659
21.1916,-3.16527,0.98195,9.13222
21.2118,-3.23289,1.15492,9.42909
21.2319,-3.23289,0.97775,9.44107
21.2523,-3.18501,0.84547,9.25792
21.2729,-3.10541,1.0789,9.20703
21.2924,-2.50925,1.40392,8.96701
21.3154,-1.9113,1.54758,9.3441
21.3337,-2.04837,1.53441,9.96181
21.3538,-2.30156,1.14775,10.26646
21.3738,-2.63734,0.86462,10.71179
21.3945,-3.20836,0.6725,10.69383
21.4142,-4.27557,0.80357,10.35745
21.4374,-5.1698,0.55278,9.61404
21.4561,-4.94894,0.77783,9.27287
21.4791,-4.04633,1.22136,9.29921
21.4949,-3.23349,1.1657,9.7146
21.5156,-3.89609,1.01546,9.66133
21.5353,-4.87712,1.02264,9.11305
21.556,-5.19974,0.98076,8.5181
21.5758,-5.00401,1.02922,8.47681
21.5968,-4.73466,0.84367,8.40857
21.6172,-4.89566,1.06815,7.83516
21.6375,-4.72748,1.3716,6.89903
21.6571,-4.61136,1.34766,6.67337
21.6787,-4.97827,0.6246,8.22063
21.6981,-4.93758,0.27626,9.85587
21.7189,-4.7556,0.20143,9.53804
21.7382,-4.79092,0.54381,8.73
21.759,-4.45813,0.72456,8.29425
21.7789,-3.87573,0.86044,8.98497
21.8,-4.37971,0.53183,9.91452
21.8188,-4.80289,0.32234,9.68767
21.8392,-5.42299,0.08173,8.18112
21.8609,-5.81564,0.16074,7.15161
21.8797,-5.68576,0.40195,6.90022
21.9044,-4.88968,0.37383,7.27252
21.9207,-4.85497,0.1302,7.77829
21.9407,-5.07584,-0.20679,8.22061
21.9625,-5.05009,-0.04756,7.67296
21.981,-4.86633,0.2972,7.68672
22.0026,-4.47968,0.30499,8.59531
22.0213,-4.70892,-0.07451,8.94368
22.0444,-4.51199,-0.05835,8.36427
22.0619,-3.89191,0.51208,8.59592
22.0831,-2.99767,0.7132,8.92273
22.1023,-2.70618,0.29541,9.27228
22.1229,-3.32388,-0.12778,10.07793
22.1445,-3.68539,-0.17506,10.44363
22.1637,-3.00127,0.35765,9.62543
22.1835,-2.10164,0.91969,9.6721
22.2042,-2.20518,0.72757,9.60986
22.2238,-2.70258,0.33971,9.55719
22.2448,-2.82408,0.34628,9.78822
22.2643,-2.42366,0.69943,10.06595
22.2873,-2.1998,0.57674,9.95403
22.3047,-2.30215,0.48157,9.70741
22.3278,-2.30933,0.5067,9.76488
22.3453,-2.38774,0.47856,9.81335
22.366,-2.21297,0.52466,9.83252
22.3856,-1.7012,0.5851,10.27605
22.4074,-1.83887,0.46181,10.14555
22.4277,-2.06572,0.36125,9.86305
22.4487,-2.05376,0.32054,9.97198
22.4669,-2.05196,0.29361,9.91452
22.4881,-1.9957,0.34209,9.81456
22.5075,-1.7431,0.39836,10.26167
22.5276,-1.47974,0.41153,10.45381
22.5478,-1.25589,0.39417,10.44005
22.5683,-1.40613,0.46959,10.47595
22.588,-1.40672,0.51688,10.27844
22.6129,-1.35883,0.38339,9.65355
22.6287,-1.26726,0.3026,9.34351
22.6493,-1.27025,0.76945,9.61165
22.6695,-0.81236,0.82034,9.66432
22.6912,-0.6729,0.74312,9.3459
22.7112,-0.53224,1.02625,9.34709
22.7317,-0.48975,0.86823,9.61165
22.7501,-0.51189,0.6683,9.7206
22.7701,-0.32335,0.81795,9.97258
22.7908,-0.36703,0.78084,9.93846
22.8113,-0.72198,0.56056,9.90553
22.8311,-0.9225,0.52165,10.00848
22.8514,-0.73933,0.70422,10.07074
22.8715,-0.6723,0.70302,9.94385
22.897,-0.59927,0.86223,9.77686
22.9117,-0.17729,1.11542,9.59369
22.9329,-0.11624,1.13577,9.57394
22.9523,-0.51967,0.8371,9.78104
22.9736,-0.81834,0.58809,9.92949
22.9943,-0.75969,0.52585,9.9265
23.0163,-0.54959,0.52644,9.78523
23.0331,-0.4245,0.69644,9.5482
23.0544,-0.32993,0.68088,9.5117
23.0738,-0.28743,0.59529,10.12042
23.0952,-0.2623,0.62222,10.56635
23.1142,-0.23715,0.56955,10.19943
23.1355,-0.48196,0.63,9.68408
23.1542,-0.53224,0.6671,9.39618
23.1805,-0.44724,0.71021,9.41592
23.1954,-0.45981,0.65694,9.58652
23.2172,-0.52446,0.60127,10.00549
23.2357,-0.27068,0.59767,10.1683
23.2563,-0.136,0.56476,9.98814
23.2791,-0.4622,0.49652,9.73196
23.2972,-0.56696,0.48874,9.714
23.3207,-0.44664,0.51147,9.73135
23.3371,-0.30418,0.48335,9.89236
23.3573,-0.18628,0.463,9.90195
23.3783,-0.18867,0.40913,10.07613
23.3979,-0.35268,0.37442,10.23535
23.4184,-0.2587,0.43008,10.14616
23.4382,-0.10367,0.47498,9.99593
23.465,-0.136,0.44264,9.81396
23.4788,-0.13002,0.56535,9.84688
23.4993,-0.15456,0.58211,10.03064
23.5194,-0.15515,0.47797,9.95761
23.54,-0.19765,0.44984,9.81036
23.5605,-0.29042,0.37022,9.91212
23.585,-0.2605,0.34927,10.03242
23.6004,-0.17969,0.34808,10.04201
23.6202,-0.136,0.35826,10.05099
23.6409,-0.1779,0.26788,9.99892
23.6616,-0.23715,0.26009,9.83072
23.6813,-0.15575,0.45403,9.73555
23.7019,-0.0983,0.51208,9.70442
23.7223,-0.09111,0.41272,9.75172
23.7484,-0.13541,0.35587,9.82893
23.7621,-0.04741,0.41452,9.9247
23.7826,-0.09052,0.40733,9.97377
23.8027,-0.12402,0.34149,9.93367
23.8233,-0.0923,0.24094,9.87022
23.8441,-0.12642,0.24094,9.93846
23.8683,-0.15335,0.3026,9.963
23.8839,-0.09828,0.28943,9.86185
23.9042,-0.03484,0.35886,9.84688
23.9243,-0.11685,0.32953,9.95163
23.9445,-0.18329,0.25291,10.03423
23.9656,-0.07674,0.2984,10.03003
23.9866,-0.08034,0.31396,9.87143
24.0056,-0.10606,0.31935,9.88339
24.0336,-0.17969,0.29242,10.06056
24.0459,-0.30359,0.17331,10.13239
24.0671,-0.21141,0.24214,10.00909
24.0862,-0.10307,0.31577,9.7984
24.1065,0.01125,0.36963,9.62721
24.126,-0.07016,0.28523,9.81337
24.1536,-0.16353,0.23016,10.13
24.167,-0.0522,0.24094,10.21559
24.1871,-0.02347,0.33252,10.02226
24.2077,-0.07973,0.31995,9.78763
24.2287,0.00348,0.36903,9.69604
24.2479,0.04837,0.40674,9.84329
24.271,0.12378,0.4211,10.11504
24.2887,0.01964,0.44086,10.24252
24.3174,-0.07375,0.41573,10.32573
24.3293,-0.02586,0.35347,10.12341
24.3492,-0.35028,0.2571,9.75052
24.3694,-0.62381,0.2541,9.54761
24.3901,-0.54242,0.22658,9.58293
24.4102,-0.65015,0.20383,9.74753
24.4312,-0.61543,0.12064,10.03961
24.45,-0.40236,0.15953,10.62979
24.4709,-0.49153,0.19666,10.81833
24.4908,-0.69205,0.09489,10.42747
24.5115,-0.93745,0.18048,9.95403
24.5315,-0.97577,0.36064,9.78763
24.5529,-0.90872,0.60127,10.02646
24.572,-0.81535,0.59828,10.59506
24.5925,-0.9213,0.38939,10.78122
24.6121,-1.4612,0.31935,9.94864
24.6338,-2.08427,0.49113,9.28545
24.6526,-2.26324,0.81674,9.34351
24.6735,-2.26025,0.77425,9.84927
24.6928,-2.34404,0.72816,9.84509
24.7137,-3.01263,0.6683,8.90836
24.7357,-3.33704,0.5905,8.70784
24.7547,-3.45915,0.58571,8.88322
24.774,-3.57288,0.66232,8.91493
24.7949,-3.84401,0.70062,8.75273
24.8145,-3.79973,0.69106,8.91733
24.8376,-3.78297,0.70003,9.00232
24.8553,-3.74585,0.78741,8.8084
24.8787,-3.74525,0.78801,8.77548
24.8956,-3.90147,0.73654,8.83833
24.9162,-4.16843,0.68626,8.84311
24.9361,-4.20853,0.76945,8.8485
24.9569,-4.10078,0.73415,9.00711
24.9759,-4.13371,0.69824,9.04782
24.997,-4.3049,0.68745,8.81438
25.0184,-4.41743,0.60605,8.95206
25.0383,-4.48267,0.60127,9.02087
25.0579,-4.52756,0.59409,8.84251
25.0781,-4.56407,0.60127,8.69707
25.0984,-4.80409,0.5468,8.63063
25.1211,-4.92679,0.41452,8.67612
25.1383,-4.86455,0.49892,8.77249
25.1582,-5.0076,0.49353,8.54324
25.1788,-5.0453,0.48155,8.43311
25.1995,-4.95073,0.62341,8.4762
25.2193,-5.06146,0.52286,8.33255
25.24,-5.23265,0.39058,8.30142
25.2594,-5.22069,0.39238,8.5217
25.2807,-5.09918,0.49533,8.69049
25.3021,-5.09978,0.59288,8.56419
25.3207,-5.13748,0.5845,8.48936
25.3406,-5.18417,0.64915,8.41037
25.3607,-5.21469,0.70122,8.40558
25.3813,-5.12312,0.85506,8.45705
25.403,-4.88251,1.07831,8.45525
25.4224,-4.91063,1.14175,8.37206
25.4419,-5.11475,1.03223,8.38762
25.4619,-5.26617,0.95381,8.37505
25.4826,-5.32364,0.89575,8.53905
25.5027,-5.15964,0.94843,8.86826
25.5236,-5.14645,0.89217,9.20105
25.5448,-5.35596,0.77724,9.27347
25.565,-5.39127,0.81854,9.20523
25.5858,-5.02914,1.02563,9.05978
25.6043,-4.95972,1.11124,8.58394
25.6243,-5.02136,1.0849,8.5175
25.6444,-5.18716,0.96458,8.74077
25.6646,-5.25121,0.93347,8.73956
25.6864,-5.16861,0.99631,8.57378
25.7049,-5.03813,1.12979,8.45525
25.7254,-5.21948,1.13217,8.44449
25.7456,-5.52534,1.01906,8.44687
25.7661,-5.63129,0.87241,8.51332
25.7857,-5.55887,0.9155,8.52289
25.8062,-5.51756,0.94484,8.10809
25.8276,-5.48404,0.97656,7.84174
25.8501,-5.61513,0.83231,8.07278
25.8709,-5.71509,0.62581,8.34631
25.8874,-5.68156,0.56535,8.65877
25.9078,-5.63728,0.64557,8.98976
25.9281,-5.67737,0.67967,8.86646
25.948,-5.56186,0.76347,8.73657
25.9699,-5.44633,0.88438,8.48697
25.9888,-5.38887,0.94304,8.29784
26.0091,-5.46309,0.80058,8.24637
26.029,-5.30447,0.68028,8.36606
26.0496,-5.36134,0.4612,8.33136
26.0695,-5.5463,0.23436,8.16077
26.0896,-5.43198,0.14038,8.11708
26.1101,-5.25121,0.14038,7.8549
26.1322,-5.43437,0.11046,7.58856
26.1536,-5.5062,0.08891,7.67595
26.1715,-5.44215,0.15894,7.81181
26.1908,-5.69713,0.20204,7.60651
26.2116,-5.81265,0.28644,7.42096
26.2311,-5.80067,0.36903,7.53888
26.2519,-5.80606,0.40375,7.6909
26.2718,-5.82343,0.45761,7.7352
26.2922,-5.81384,0.58571,7.7328
26.3123,-5.53612,0.71021,7.68672
26.3327,-5.66301,0.6282,7.6532
26.3531,-6.06584,0.39836,7.79205
26.3727,-6.18375,0.36903,7.96983
26.3936,-6.11491,0.42589,7.88245
26.4159,-5.82521,0.53543,7.93451
26.4377,-5.78871,0.45523,7.99377
26.4547,-6.10594,0.32893,8.11707
26.4746,-6.24242,0.29242,8.23679
26.4949,-6.14725,0.27626,8.20566
26.5146,-6.01016,0.38698,7.86627
26.5365,-5.96828,0.44325,7.59274
26.5548,-6.09038,0.41032,7.65977
26.5765,-6.07123,0.45702,7.67953
26.5958,-5.95929,0.52824,7.66457
26.6169,-6.03291,0.57014,7.47842
26.6357,-6.01735,0.58571,7.56461
26.6564,-6.06943,0.59169,7.49397
26.6764,-6.22923,0.52286,7.49338
26.6979,-6.3663,0.47617,7.51852
26.7181,-6.29927,0.52765,7.65439
26.7371,-6.23163,0.59169,7.69569
26.7575,-6.35553,0.5845,7.59393
26.7783,-6.46507,0.55878,7.57777
26.7979,-6.37469,0.5845,7.55682
26.8192,-6.38008,0.65573,7.76033
26.8385,-6.39085,0.67609,7.78128
26.8627,-6.39204,0.78143,7.60112
26.8788,-6.40581,0.84727,7.59573
26.8999,-6.4124,0.76527,7.52211
26.9197,-6.56862,0.63,7.4826
26.9402,-6.73203,0.57613,7.72742
26.9603,-6.71706,0.52824,7.91655
26.9808,-6.59135,0.57672,7.73639
27.0082,-6.62248,0.62581,7.54367
27.0207,-6.75417,0.56894,7.60651
27.0412,-6.78828,0.64377,7.78728
27.0616,-6.64044,0.7527,7.96445
27.0813,-6.48782,0.6689,7.82558
27.1018,-6.48961,0.4205,7.86568
27.1213,-6.64464,0.30559,8.49176
27.1425,-6.86011,0.18228,8.7198
27.1625,-6.81342,0.33311,8.1512
27.183,-6.46327,0.53064,7.62267
27.2031,-6.55125,0.41512,7.27371
27.2234,-6.83557,0.06377,7.4425
27.2435,-6.91997,-0.09126,7.67953
27.264,-6.56563,0.08711,7.91776
27.29,-6.25977,0.15953,7.77051
27.3041,-6.2879,0.08232,7.53767
27.3253,-6.2867,0.11345,7.40121
27.345,-6.15862,0.22777,7.17377
27.3649,-6.05505,0.26608,7.15581
27.3881,-6.12689,0.28644,7.05884
27.4056,-6.18614,0.23436,7.04088
27.4272,-6.11671,0.20323,7.38445
27.4458,-6.11252,0.14159,7.55803
27.4669,-6.07721,0.16373,7.57837
27.4862,-5.94612,0.30858,7.60411
27.5072,-5.88568,0.38759,7.55563
27.528,-5.95689,0.43666,7.45148
27.5502,-5.94971,0.42828,7.49817
27.5678,-6.09756,0.46838,7.71724
27.5887,-6.25018,0.39717,7.83455
27.6083,-6.25917,0.3828,7.42155
27.6288,-6.14365,0.47797,7.19351
27.6484,-6.23463,0.57195,7.28868
27.6694,-6.36931,0.45462,7.54066
27.6892,-6.38246,0.45343,7.54306
27.7096,-6.34297,0.56535,7.41437
27.7294,-6.30945,0.65993,7.17795
27.7496,-6.23761,0.7527,7.03011
27.7707,-6.26636,0.72217,7.19591
27.7926,-6.39264,0.6671,7.28987
27.8107,-6.55305,0.60426,7.42694
27.8324,-6.68713,0.5462,7.55981
27.8597,-6.61949,0.52945,7.6891
27.8719,-6.48363,0.58511,7.72443
27.8925,-6.67636,0.51508,7.55444
27.9125,-6.77452,0.43068,7.52032
27.9326,-6.77153,0.4642,7.5293
27.9536,-6.82121,0.463,7.57718
27.9737,-6.86909,0.4666,7.65199
27.9927,-6.905,0.51328,7.4832
28.0131,-6.87868,0.52466,7.10732
28.034,-7.00496,0.53183,6.99539
